theta_id,reward_base,activity_scale,enhance_cost_base,enhance_growth,enhance_success_scale,level_cost_base,drop_D,drop_C,drop_B,drop_A,synth_cost_scale,synth_success_scale,effect_scale,spend_low,spend_mid,spend_high,spend_whale,d90_reach_d5,d90_reach_d10,d90_reach_d15,d90_reach_d20,d90_has_B,d90_has_A,d90_has_S,d90_p50,d90_p90,d90_p99,d90_p99_p50,d90_mean_bonus,d90_p99_bonus,d90_sink,d90_inflow,d90_refund,d90_sink_ratio,d90_drop7,d90_spare_total
15,1139.1372,1.3177063,381.3994,1.3237505,0.899872,236.25378,0.032046847,0.013888953,0.0017713457,8.108803e-05,1.8114216,0.7844863,0.944784,0.1628541,0.30537653,0.40572786,0.59196717,0.9156612,0.19365348,0.0027750963,0.0,0.33494207,0.01725386,0.0,7757.945,24412.582,55784.082,7.1905746,0.03441672,0.20123062,182366350.0,206692740.0,7156.25,0.882276,0.40033782,2096.1875
16,1121.6329,0.91340935,603.2087,1.5299563,1.1303332,370.6624,0.04987885,0.0051526446,0.001886249,0.0005806638,1.7415572,0.93020743,1.1063535,0.13393468,0.4443552,0.6029309,0.6301654,0.5878378,0.0054295366,0.0,0.0,0.24987935,0.06805019,0.0,5908.911,19765.465,53751.11,9.096619,0.02473947,0.19275507,123999384.0,139769550.0,1125.0,0.8871631,0.35907334,1582.3125
17,688.2411,1.3440658,534.1295,1.379529,0.8214563,287.5441,0.028976552,0.013730112,0.0035218792,0.00011723973,1.2293231,1.2054102,0.8361146,0.22518836,0.26825172,0.4754371,0.81344295,0.6432191,0.0020511583,0.00012065637,0.0,0.48962355,0.033059843,0.0,5777.285,16433.496,36070.117,6.2434373,0.031885616,0.17321718,119947490.0,125829120.0,47687.5,0.9528959,0.39840734,2282.875
18,584.17993,0.8800284,749.2505,1.5934196,0.97245735,225.96312,0.034642365,0.011017634,0.002866889,0.0004153445,0.7861942,1.123107,1.1525415,0.10798463,0.20363998,0.6591838,0.88914955,0.06117278,0.00024131274,0.0,0.0,0.31430984,0.044763513,0.0,4459.874,14071.107,37884.12,8.494437,0.023588274,0.1669103,66430456.0,70152630.0,3156.25,0.9468991,0.31286198,1540.8125
19,1006.645,1.2618201,321.28464,1.2881056,1.0004137,481.47543,0.014372941,0.0075963144,0.0007938086,0.00070447807,1.4332182,0.77032673,0.8737068,0.18740928,0.38185385,0.43168342,0.6544584,0.87946427,0.57492757,0.009893822,0.0,0.22490348,0.1081081,0.0,8264.535,29390.752,79968.63,9.67612,0.024330486,0.22779141,136474430.0,171549220.0,0.0,0.795541,0.23347008,1065.625
20,873.28766,0.7188686,481.04437,1.3539637,1.068985,340.5952,0.039475232,0.009909537,0.002666006,0.00020703922,0.5300918,0.8718336,1.2099407,0.23565586,0.33361065,0.3794156,0.7389656,0.7563948,0.024010617,0.0003619691,0.0,0.2375724,0.020028958,0.0,4867.2065,15341.0625,37425.53,7.689325,0.02098037,0.14675719,79093300.0,85670790.0,0.0,0.9232236,0.26894304,1250.5
21,628.568,1.1385998,644.36145,1.66808,0.8722717,257.43503,0.019208133,0.0072370144,0.001020279,0.0004903132,1.5004498,1.0216014,0.93877745,0.14507012,0.23977284,0.70540076,0.9049082,0.15649131,0.00084459456,0.0,0.0,0.20777026,0.06539575,0.0,5688.217,19352.799,50421.695,8.864236,0.021127798,0.18415663,83494360.0,96382910.0,3000.0,0.86625063,0.25591215,1153.25
22,820.20386,1.0870136,365.52014,1.4314482,0.7845261,190.3424,0.044714183,0.0040081674,0.0016770419,0.0007884199,1.848361,1.1819096,0.9811264,0.17660587,0.3122751,0.5356685,0.7791997,0.73853767,0.025337838,0.0,0.0,0.27461392,0.101472005,0.0,4806.955,15640.967,37440.438,7.7888055,0.028929444,0.23227626,117320760.0,122042360.0,13406.25,0.9612062,0.3705357,1788.5
23,1075.8716,1.4548283,701.2003,1.5625254,1.1496596,445.98236,0.023809252,0.01333686,0.0037601055,0.00033085508,0.93071306,0.9537095,0.70137185,0.09784916,0.4040046,0.56164706,0.56467366,0.507722,0.0007239382,0.0,0.0,0.5241313,0.0815637,0.0,9309.693,29427.879,92314.48,9.915953,0.034843795,0.20789413,172771090.0,212328580.0,0.0,0.8136968,0.3932191,2157.5625
24,1037.2413,0.84559053,406.27515,1.6778185,0.83677834,468.6295,0.035306748,0.009516164,0.0023876345,0.0006458311,1.0225971,0.90573215,0.9591056,0.17005178,0.18426903,0.37262815,0.8524862,0.5348697,0.0012065637,0.0,0.0,0.2798021,0.06744691,0.0,7930.727,23934.516,55780.445,7.033459,0.022469673,0.17880297,93910030.0,118164060.0,31.25,0.7947425,0.2900579,1373.75
25,773.3811,1.2149097,726.82104,1.3160417,1.0904016,211.45193,0.016208647,0.0060948534,0.0011897183,0.00035672344,1.9453536,1.2398968,1.2390177,0.08797304,0.36248186,0.7497851,0.6910363,0.61607146,0.06394788,0.0007239382,0.0,0.2118726,0.05079633,0.0,6070.7705,24576.291,70794.22,11.661489,0.022863531,0.19787383,106322060.0,128860720.0,687.5,0.8250885,0.2253861,1062.3125
26,658.297,0.96024585,447.12292,1.5584693,1.0164026,324.87085,0.04054267,0.0036511754,0.0014080699,5.8683967e-05,1.5901399,1.0878896,0.7496384,0.24769494,0.42549452,0.51638174,0.618502,0.59013027,0.003257722,0.0,0.0,0.16469595,0.0066361004,0.0,4182.1006,13372.706,32141.207,7.685422,0.019460753,0.12662876,81976340.0,84276820.0,1437.5,0.97268665,0.31563705,1363.0625
27,933.1054,1.3783809,627.5321,1.4636809,0.931859,404.44272,0.020812798,0.012228653,0.003918436,0.000522134,0.62634325,0.7999304,1.0209548,0.15910052,0.24939004,0.59353226,0.82502085,0.62825775,0.0024131276,0.0,0.0,0.5144788,0.096163124,0.0,8807.404,26834.064,64758.72,7.352759,0.0331418,0.21424547,147003040.0,177988830.0,1000.0,0.825907,0.3482143,1903.125
28,980.3247,1.0401007,772.4598,1.4029769,0.9125396,416.60266,0.045377903,0.0055096373,0.0020462186,0.00027220795,1.3435284,0.839056,0.7878438,0.12035575,0.2971224,0.6457528,0.76587534,0.5894064,0.004584942,0.00012065637,0.0,0.26833975,0.036317565,0.0,6595.7563,20255.06,55334.914,8.389472,0.023754511,0.16197306,119009600.0,136797200.0,1437.5,0.86996186,0.37270755,1656.75
29,522.3234,1.420394,356.69962,1.4784418,1.0533265,159.55249,0.025645474,0.014838317,0.003254659,0.00072979834,0.68994284,1.0487624,1.0665295,0.2017717,0.38885087,0.47021204,0.57810795,0.57963324,0.0049469112,0.00012065637,0.0,0.530888,0.13392858,0.00024131274,4249.507,13236.565,30746.73,7.2353644,0.039102364,0.25296944,102140540.0,104071010.0,4562.5,0.9814075,0.414334,2246.5
30,724.81134,0.7531813,575.118,1.2695239,1.1905807,267.4601,0.030139562,0.0114110075,0.0030345484,0.000431758,1.137439,1.1540147,0.8533744,0.12771264,0.31896928,0.6895064,0.7006411,0.6533543,0.05091699,0.00096525095,0.0,0.28173262,0.03824807,0.0,4175.4434,14234.582,40521.977,9.704832,0.022023197,0.16779923,69891130.0,73223690.0,3187.5,0.95444643,0.26846042,1259.125
31,1171.8857,1.1854398,487.9709,1.6400747,0.7682144,346.9897,0.011043712,0.008738475,0.0005137715,0.00014850956,1.6445644,0.9916126,1.1234688,0.21564427,0.22513041,0.41395926,0.94334257,0.64273643,0.006877413,0.0,0.0,0.121983595,0.021235522,0.0,10932.846,37501.637,100991.97,9.237482,0.019864973,0.14767405,136631040.0,188277280.0,250.0,0.72568953,0.19280888,913.9375
32,1165.0043,1.0042639,310.04703,1.5669115,1.0774162,411.37027,0.034015693,0.006248704,0.0034960636,0.00047662063,1.5361669,1.2297873,0.8595967,0.1193838,0.31049567,0.63973033,0.9084404,0.83083975,0.010859073,0.0,0.0,0.37125966,0.05960425,0.0,7513.091,25347.156,68191.016,9.076293,0.026973024,0.1970947,132570640.0,158516940.0,3156.25,0.8363018,0.3180502,1531.125
33,731.6021,1.4345572,756.5819,1.4235431,0.8813683,317.9126,0.014996268,0.00957618,0.0018573364,0.00019739769,0.6833395,0.8765341,1.130103,0.19742617,0.40222412,0.4637376,0.7479666,0.53667957,0.0053088805,0.0,0.0,0.32866794,0.041747104,0.0,6873.131,22821.166,56075.742,8.1586895,0.026284372,0.18165366,122207190.0,143940740.0,0.0,0.84901047,0.28137064,1418.9375
34,540.137,0.7892195,534.6106,1.6583898,0.8002128,207.11023,0.049255826,0.0121715665,0.00076478993,0.00030791518,0.99169844,0.79471934,0.7811736,0.12271449,0.33974192,0.6959836,0.57367504,0.081925675,0.00048262547,0.0,0.0,0.1352558,0.028112933,0.0,3213.7803,10166.141,27463.176,8.545443,0.021117382,0.13352717,61687556.0,56963850.0,3218.75,1.0828635,0.3431467,1591.625
35,962.59106,1.171478,591.0088,1.3601348,1.1655602,472.96182,0.029603532,0.0035002544,0.002841181,0.0007878419,1.9792701,1.0694187,1.060276,0.21532452,0.24590304,0.4199851,0.7827323,0.81732625,0.05019305,0.0003619691,0.0,0.3821187,0.11221043,0.0,8487.506,25270.56,58935.125,6.943751,0.026712876,0.21582788,127608920.0,154514720.0,3031.25,0.8258529,0.3158784,1417.8125
36,918.0265,0.80974764,680.2114,1.2784466,1.1286643,353.89392,0.044091173,0.014801748,0.00093992404,0.00010025078,1.0980252,1.045917,0.7562771,0.16504331,0.19764228,0.36619973,0.8231977,0.72442085,0.03559363,0.0003619691,0.0,0.16469593,0.009893822,0.0,6527.8823,17918.178,40538.406,6.210039,0.021831617,0.1282528,86734300.0,99330776.0,4468.75,0.8731473,0.33530405,1642.0625
37,673.29584,1.2290668,390.41534,1.5995663,0.81956005,260.56525,0.024436245,0.005379216,0.0025823396,0.0005743179,1.6809605,0.81822056,1.0271727,0.08766371,0.37585515,0.7437104,0.63288885,0.48081565,0.0033783782,0.0,0.0,0.363417,0.08277027,0.0,5200.5283,18867.516,57778.594,11.110139,0.026462542,0.20685133,100359736.0,113106830.0,1781.25,0.88728637,0.29717663,1403.0
38,777.52783,0.9962779,674.1537,1.3839462,0.94990516,155.1887,0.038848545,0.0088659655,0.0036765449,0.00068483443,1.2803136,0.9780401,0.9528561,0.24671257,0.44626716,0.52245307,0.6571823,0.39201254,0.008566603,0.0,0.0,0.41554055,0.08530405,0.0,3948.728,13576.93,33690.48,8.531983,0.032258756,0.22725032,105830504.0,106653280.0,7406.25,0.9922166,0.3587114,1775.4375
39,1033.1853,1.364413,462.97076,1.5220269,0.9772101,420.99713,0.019831449,0.011444647,0.0015965791,0.0004114708,0.7501341,1.1282809,1.2323434,0.15476532,0.27016264,0.59995794,0.8989047,0.78221524,0.0076013515,0.0,0.0,0.33940637,0.07034266,0.0,9344.051,29968.086,72831.22,7.7943945,0.028952211,0.2095697,159393780.0,195781470.0,500.0,0.8141392,0.31479245,1633.875
40,1080.0135,0.7359615,629.006,1.6304264,0.8963616,488.0605,0.04116966,0.013670104,0.0012153066,0.0007527154,0.8398946,1.19994,1.0092533,0.23800002,0.32035282,0.3858779,0.5871093,0.33530405,0.00048262547,0.0,0.0,0.21476835,0.06901544,0.0,6584.283,19787.371,44406.164,6.744267,0.021661602,0.17680663,91732430.0,107394136.0,0.0,0.8541661,0.29741794,1426.875
41,816.1422,1.1056926,433.93024,1.2756531,1.0378134,219.34734,0.02018979,0.0049987864,0.0024167479,0.00027280886,1.376682,0.9124844,0.7290714,0.14804345,0.22651498,0.7114354,0.7694079,0.8128619,0.2176641,0.007239382,0.0,0.29765928,0.03462838,0.0,6147.577,22293.918,59604.207,9.69556,0.0241846,0.19282898,102430650.0,121095540.0,906.25,0.8458601,0.24577703,1093.5
42,613.48334,1.0697315,716.5762,1.4828422,1.1816581,283.54486,0.035930064,0.0077472427,0.003947655,0.00016217928,1.7729101,0.7599892,1.1822052,0.18023695,0.291651,0.52963036,0.9468748,0.2609797,0.0018098456,0.0,0.0,0.40818048,0.02232143,0.0,4929.098,14417.033,34798.117,7.059733,0.025997706,0.15949875,89378450.0,90008260.0,31562.5,0.99265474,0.339889,1859.4375
43,888.2814,1.4875461,412.61377,1.3950574,0.75950545,374.6523,0.01558196,0.0110747125,0.0014335505,0.00044142245,1.1951284,1.0946268,0.9106195,0.099535964,0.38338047,0.5551822,0.70964205,0.8149131,0.03052606,0.00048262547,0.0,0.34821427,0.07396235,0.0,7708.6885,27233.156,78719.914,10.211843,0.028964028,0.20679578,149041950.0,180298900.0,1125.0,0.82663304,0.30055502,1573.8125
44,1024.4636,0.9304961,518.7235,1.468057,0.859719,452.54544,0.03076289,0.0073674265,0.003334814,0.00037634413,1.8873205,1.0087459,1.1802455,0.1375761,0.43109733,0.60901785,0.69376016,0.6650579,0.004584942,0.0,0.0,0.3409749,0.04464286,0.0,6190.936,21514.902,58521.86,9.452829,0.02361022,0.17299016,112781860.0,130448830.0,2968.75,0.8645481,0.29247105,1357.875
45,566.4521,1.3111526,556.08405,1.550581,1.1131147,183.78867,0.0104170395,0.009946117,0.0021301117,0.00064972765,0.8945951,0.84587073,0.9018292,0.22686474,0.25499386,0.4818532,0.8622414,0.28740346,0.0041023167,0.0,0.0,0.36462355,0.09580116,0.0,5893.2373,19212.844,52947.395,8.984433,0.028145082,0.22728634,86610056.0,101192296.0,343.75,0.85589284,0.23684846,1188.5625
46,681.36523,0.8627402,336.67105,1.3063692,1.0184599,253.41238,0.046004876,0.013303209,0.0005975587,0.00053910003,0.593579,0.95161104,1.0781996,0.11033922,0.18301587,0.6527703,0.8347756,0.827582,0.09821428,0.0010859073,0.0,0.16735038,0.054777995,0.0,4488.1274,13807.2295,35592.82,7.930439,0.023962634,0.17452133,76607070.0,80079600.0,437.5,0.9566313,0.35605693,1706.8125
47,1128.4287,1.294532,796.39465,1.683979,0.93326473,344.64856,0.02502245,0.0038806852,0.0031148111,6.505276e-05,1.4397986,1.1608139,0.80837506,0.19037226,0.36122972,0.42559996,0.6212255,0.30308878,0.00048262547,0.0,0.0,0.37512064,0.015564672,0.0,9289.463,30676.652,75447.625,8.12185,0.02626267,0.17811804,159299300.0,197252160.0,62.5,0.8075919,0.29572877,1400.4375
48,1154.131,0.8988396,449.81427,1.3630897,1.1531805,172.12958,0.012815412,0.013097495,0.002343606,0.0005967277,1.509666,1.0619676,1.2472943,0.17282796,0.22172964,0.6283694,0.55625135,0.76918435,0.09942085,0.0025337837,0.0,0.2842664,0.06503378,0.0,7688.3037,28079.318,77074.76,10.024937,0.027657958,0.23877618,113810344.0,144551200.0,31.25,0.7873357,0.20873553,1008.75
49,698.85345,1.2685952,613.1528,1.5148151,0.7880537,442.33893,0.033172857,0.0044262526,0.0013576539,0.00012411947,0.5222488,0.83366096,0.968059,0.08021643,0.33040005,0.45556423,0.7997318,0.50530887,0.0012065637,0.0,0.0,0.21368243,0.021718146,0.0,6524.1724,19690.264,60675.36,9.300085,0.02101939,0.13825312,101376980.0,119420460.0,0.0,0.8489079,0.34905887,1515.75
50,551.0103,0.907634,396.79004,1.2997158,0.86875445,334.26306,0.027585017,0.006823141,0.0015750935,0.00038704704,0.9653747,0.9940947,1.0120372,0.2399292,0.39449322,0.6846227,0.92226684,0.7536197,0.093388036,0.00084459456,0.0,0.20451255,0.047659267,0.0,3316.5793,11928.159,36247.953,10.929318,0.01946728,0.16116124,68565760.0,67323130.0,3468.75,1.0184052,0.25156853,1156.25
51,995.3397,1.3254242,732.4917,1.6063689,1.0654607,241.9161,0.04855585,0.010150548,0.0038735957,0.0006618811,1.818002,1.1437254,0.74139315,0.16188577,0.28371447,0.4118117,0.73371595,0.16879827,0.00060328183,0.0,0.0,0.51749516,0.112934366,0.0,7741.243,20990.377,50470.8,6.519728,0.03830684,0.23481211,164224940.0,180165630.0,51500.0,0.91126156,0.47864383,2628.0
52,863.4456,1.0933988,571.9386,1.651129,0.98986506,229.47641,0.022749905,0.007963404,0.0022201915,0.00022035233,1.218282,1.245353,1.0754787,0.11226839,0.26075077,0.3517291,0.67459977,0.26870173,0.0018098454,0.0,0.0,0.29609075,0.032697875,0.0,7733.699,24284.793,62340.34,8.060869,0.02471789,0.1814382,103750110.0,128902296.0,531.25,0.8048707,0.2641168,1290.4375
53,596.8403,1.4740307,502.8388,1.3392174,0.9619018,499.81314,0.04372306,0.010542156,0.0032028824,0.00050104596,1.7482955,0.8924657,0.79612464,0.20421457,0.42215556,0.7261529,0.8818992,0.7351593,0.016167954,0.0003619691,0.0,0.47900578,0.08638996,0.0,4259.455,12558.084,31622.332,7.424032,0.03238793,0.18863344,132440840.0,119156010.0,181781.25,1.109798,0.4869691,3053.4375
54,832.1087,0.70061845,780.48035,1.5737612,0.83200836,386.22595,0.017982785,0.014203941,0.002983784,0.00076397153,1.4003816,0.81028086,1.1152194,0.13016711,0.34914398,0.5079824,0.8093653,0.15057915,0.0003619691,0.0,0.0,0.277389,0.06189672,0.0,5363.5645,18372.148,53154.984,9.910384,0.019595398,0.1721957,66597640.0,78773830.0,781.25,0.84542006,0.2101834,954.0
55,1109.6409,1.1324346,352.49402,1.444875,1.1408919,293.83673,0.038337596,0.004781344,0.00068842963,0.00028550415,0.81765795,1.0853462,0.844461,0.2075452,0.18984959,0.5824004,0.6471333,0.9081805,0.06310328,0.0003619691,0.0,0.14647684,0.041023165,0.0,8056.6,25490.055,59361.863,7.3681035,0.024842083,0.17602727,142342690.0,169561630.0,0.0,0.8394746,0.3431467,1526.4375
56,1047.094,0.9671422,741.192,1.3281672,0.77173513,270.69562,0.021999411,0.008321678,0.0019448106,0.0006267745,0.72567904,1.0239412,0.82679194,0.1420351,0.40910286,0.39640725,0.93570036,0.62705123,0.022683397,0.0003619691,0.0,0.26315156,0.072514474,0.0,6614.372,23891.816,63949.18,9.668217,0.023975313,0.20292914,113526050.0,136620260.0,125.0,0.8309598,0.24396718,1143.875
57,805.098,1.39746,325.40656,1.6903626,1.1941084,365.64783,0.041641526,0.01164908,0.0033684766,0.00035192017,1.3033061,0.8616763,1.0985134,0.22273242,0.2983231,0.71887785,0.72039235,0.6878619,0.00096525095,0.0,0.0,0.47659266,0.06624035,0.0,6433.9834,18543.27,43160.742,6.7082458,0.03501882,0.20094001,144173980.0,156244000.0,18093.75,0.92264205,0.46525097,2534.5
58,646.40283,0.8271223,606.3502,1.4476057,1.0498091,432.5722,0.01722922,0.014596034,0.002712676,8.8921624e-05,1.6585172,0.96681046,0.8815828,0.105543,0.23691565,0.5401597,0.59468496,0.38127413,0.004464286,0.0,0.0,0.27811295,0.011100385,0.0,5548.938,17971.066,48500.8,8.740556,0.019154884,0.12801749,60688256.0,71592560.0,1937.5,0.8476665,0.2284025,1108.5
59,899.3257,1.2093565,519.17786,1.542854,0.9090155,165.48209,0.03625913,0.0059247855,0.00085145974,0.0005615097,1.1219301,1.1766235,1.1618955,0.19549549,0.34558505,0.56262463,0.7614081,0.5168919,0.015202703,0.0,0.0,0.21778475,0.07866795,0.0,5471.6846,19478.297,49029.336,8.960556,0.029584058,0.23394656,136855620.0,150565730.0,906.25,0.90893716,0.36040056,1653.125
60,947.8372,0.7726502,375.04364,1.4891769,0.92131037,306.25208,0.0123964725,0.012705404,0.0025048573,0.0002503977,1.9077804,1.2156285,0.930933,0.23287177,0.36797187,0.62265694,0.84594387,0.6656612,0.01459942,0.00012065637,0.0,0.24457046,0.024855211,0.0,5649.6855,20835.088,65544.69,11.601476,0.019867059,0.15864742,82408350.0,98493650.0,1687.5,0.8366726,0.17989865,862.25
61,511.70032,1.191945,695.6138,1.4167945,1.0058472,401.1624,0.03142383,0.0032828099,0.0010848796,0.00072884525,1.0617267,0.92780685,1.2006223,0.15283462,0.20867646,0.4986798,0.6104692,0.48540056,0.0037403475,0.0,0.0,0.22900578,0.103040546,0.0,5635.196,16410.852,39038.438,6.92761,0.021196233,0.19218305,73727150.0,82978210.0,0.0,0.8885122,0.31298262,1351.0625
62,757.9917,1.0341561,478.39136,1.6227466,1.1009537,462.57516,0.027164264,0.006464867,0.0017423257,0.00046584758,0.61422765,0.7756736,0.7107216,0.1843639,0.28015602,0.6664094,0.68617845,0.5437982,0.0018098456,0.0,0.0,0.24975869,0.052606177,0.0,6188.09,19977.496,49978.523,8.076568,0.021267649,0.17336898,88901200.0,104521150.0,0.0,0.850557,0.2782336,1232.1875
63,1183.1804,1.4023156,658.82495,1.2552646,0.8473373,195.61267,0.04680863,0.009043623,0.003599967,0.0001851341,1.6067413,1.109945,0.98900664,0.09507162,0.4415598,0.44242662,0.87023497,0.796332,0.0995415,0.0026544402,0.0,0.48684844,0.04295367,0.0,6470.608,22173.514,66731.36,10.312997,0.040339522,0.24210617,213269020.0,231763660.0,38812.5,0.9200463,0.48938224,2640.3125
64,1187.0884,0.98809355,468.74982,1.6890736,0.8768401,301.6878,0.044613525,0.010231914,0.0028048512,0.00044574228,0.564889,0.80190724,0.8852726,0.15399653,0.25275508,0.49045688,0.5509837,0.44980696,0.0010859073,0.0,0.0,0.3339768,0.05948359,0.0,7914.343,23541.453,55367.984,6.9959044,0.0293117,0.19954656,135257180.0,159694220.0,0.0,0.84697604,0.3871863,1816.3125
