theta_id,reward_base,activity_scale,enhance_cost_base,enhance_growth,enhance_success_scale,level_cost_base,drop_D,drop_C,drop_B,drop_A,synth_cost_scale,synth_success_scale,effect_scale,spend_low,spend_mid,spend_high,spend_whale,d30_reach_d5,d30_reach_d10,d30_reach_d15,d30_reach_d20,d30_has_B,d30_has_A,d30_has_S,d30_p50,d30_p90,d30_p99,d30_p99_p50,d30_mean_bonus,d30_p99_bonus,d30_sink,d30_inflow,d30_refund,d30_sink_ratio,d30_drop7,d30_spare_total
10,603.7161,0.7429067,305.39514,1.410623,1.1025765,435.59296,0.021376088,0.01048897,0.00093192194,0.00017292917,1.4758325,1.138453,1.0522081,0.13046996,0.37080604,0.5019446,0.8667085,0.3818774,0.052726835,0.002895753,0.0,0.033421814,0.0049469112,0.0,2226.1326,10737.982,56156.344,25.225965,0.0066595227,0.075711876,21365122.0,19390800.0,0.0,1.1018175,0.20487452,222.25
11,856.6499,1.1247227,765.10974,1.4988675,0.8491737,178.84216,0.04226821,0.007067726,0.0027962353,0.0004547184,0.5532419,0.97568464,0.7721626,0.21254955,0.21151166,0.5759351,0.6771833,0.15890445,0.005188224,0.0,0.0,0.13791023,0.019666988,0.0,3348.0933,11953.003,44011.46,13.145231,0.013437273,0.12792939,42018548.0,41907636.0,0.0,1.0026466,0.3846525,638.625
12,991.1978,0.8567467,660.2817,1.5367067,0.7559985,297.67712,0.026540939,0.010860074,0.001113792,0.0003337644,1.3639024,0.88968116,1.0353433,0.17314115,0.23394902,0.634456,0.7176749,0.16855694,0.005791506,0.0,0.0,0.05091699,0.010497104,0.0,3362.103,14285.186,59291.594,17.63527,0.008767005,0.08968249,32302238.0,36843100.0,0.0,0.87675136,0.25241312,339.875
13,555.07196,1.2765023,465.21588,1.4572653,1.1781442,382.41895,0.047435306,0.008187478,0.0025306717,0.00062141306,0.8569773,1.2244562,0.76538676,0.08521036,0.34261942,0.46198073,0.9259517,0.32541025,0.013272202,0.00024131274,0.0,0.1581805,0.030888032,0.0,2776.9297,9406.523,33102.92,11.9206915,0.013864599,0.12411312,36279356.0,30862772.0,156.25,1.1754994,0.44341215,838.125
14,713.9381,0.9499161,685.3518,1.6982915,1.0413172,493.0478,0.011769492,0.004560199,0.0036256753,0.00054600835,1.1579906,1.0718349,1.2233367,0.24426836,0.41615528,0.67820954,0.7516591,0.12246622,0.0031370656,0.0,0.0,0.14165059,0.02063224,0.0,3076.7754,15195.158,71514.95,23.243475,0.0072912816,0.11408125,22730716.0,29536126.0,0.0,0.7695903,0.16541988,149.8125
15,1139.1372,1.3177063,381.3994,1.3237505,0.899872,236.25378,0.032046847,0.013888953,0.0017713457,8.108803e-05,1.8114216,0.7844863,0.944784,0.1628541,0.30537653,0.40572786,0.59196717,0.69642854,0.08120173,0.00398166,0.0,0.10291988,0.0050675673,0.0,4538.5776,16040.934,53694.33,11.830651,0.01536174,0.12040436,57991664.0,65893584.0,0.0,0.8800806,0.40033782,731.25
16,1121.6329,0.91340935,603.2087,1.5299563,1.1303332,370.6624,0.04987885,0.0051526446,0.001886249,0.0005806638,1.7415572,0.93020743,1.1063535,0.13393468,0.4443552,0.6029309,0.6301654,0.359556,0.009531854,0.00012065637,0.0,0.09013031,0.021114865,0.0,3472.57,13499.197,49761.5,14.329877,0.010947224,0.10942062,42348720.0,44804060.0,0.0,0.9451983,0.35907334,551.625
17,688.2411,1.3440658,534.1295,1.379529,0.8214563,287.5441,0.028976552,0.013730112,0.0035218792,0.00011723973,1.2293231,1.2054102,0.8361146,0.22518836,0.26825172,0.4754371,0.81344295,0.35460907,0.014358108,0.00048262547,0.0,0.1808639,0.006877413,0.0,3313.254,11345.942,41325.59,12.472811,0.014600359,0.11691437,41700080.0,40391736.0,62.5,1.0323898,0.39840734,738.8125
18,584.17993,0.8800284,749.2505,1.5934196,0.97245735,225.96312,0.034642365,0.011017634,0.002866889,0.0004153445,0.7861942,1.123107,1.1525415,0.10798463,0.20363998,0.6591838,0.88914955,0.113416985,0.0031370656,0.0,0.0,0.11148649,0.014116795,0.0,2344.2183,9998.049,45564.367,19.436913,0.010417581,0.105662495,27042646.0,22480640.0,0.0,1.2029305,0.31286198,472.4375
19,1006.645,1.2618201,321.28464,1.2881056,1.0004137,481.47543,0.014372941,0.0075963144,0.0007938086,0.00070447807,1.4332182,0.77032673,0.8737068,0.18740928,0.38185385,0.43168342,0.6544584,0.58252895,0.24855214,0.009652509,0.0,0.07806467,0.038127415,0.0,4382.876,19557.135,78913.44,18.004944,0.009877787,0.12936406,39831160.0,55056870.0,0.0,0.72345483,0.23347008,280.5625
20,873.28766,0.7188686,481.04437,1.3539637,1.068985,340.5952,0.039475232,0.009909537,0.002666006,0.00020703922,0.5300918,0.8718336,1.2099407,0.23565586,0.33361065,0.3794156,0.7389656,0.44063705,0.04355695,0.0031370656,0.0,0.08144305,0.005550193,0.0,2758.1997,10845.384,50825.062,18.426897,0.009041664,0.098428115,29138328.0,27459240.0,0.0,1.0611484,0.26894304,379.25
21,628.568,1.1385998,644.36145,1.66808,0.8722717,257.43503,0.019208133,0.0072370144,0.001020279,0.0004903132,1.5004498,1.0216014,0.93877745,0.14507012,0.23977284,0.70540076,0.9049082,0.1391168,0.0032577221,0.0,0.0,0.06949807,0.02159749,0.0,2943.7666,13240.222,55845.465,18.97075,0.008776292,0.101893745,29116900.0,31129426.0,31.25,0.93534875,0.25591215,313.8125
22,820.20386,1.0870136,365.52014,1.4314482,0.7845261,190.3424,0.044714183,0.0040081674,0.0016770419,0.0007884199,1.848361,1.1819096,0.9811264,0.17660587,0.3122751,0.5356685,0.7791997,0.5033784,0.034749035,0.0012065637,0.0,0.09930019,0.03680019,0.0,2811.7664,10999.221,44752.418,15.916122,0.012644005,0.13965702,41299196.0,39031220.0,125.0,1.0581033,0.3705357,610.6875
23,1075.8716,1.4548283,701.2003,1.5625254,1.1496596,445.98236,0.023809252,0.01333686,0.0037601055,0.00033085508,0.93071306,0.9537095,0.70137185,0.09784916,0.4040046,0.56164706,0.56467366,0.25953186,0.0019305018,0.0,0.0,0.21730213,0.018581081,0.0,4998.3506,18830.95,58982.613,11.800415,0.015590131,0.13025719,55115610.0,68318424.0,0.0,0.8067459,0.3932191,716.375
24,1037.2413,0.84559053,406.27515,1.6778185,0.83677834,468.6295,0.035306748,0.009516164,0.0023876345,0.0006458311,1.0225971,0.90573215,0.9591056,0.17005178,0.18426903,0.37262815,0.8524862,0.24650097,0.0055501927,0.0,0.0,0.0995415,0.022080116,0.0,3704.2725,15338.064,53974.055,14.570757,0.009608047,0.10456187,32689754.0,38029000.0,0.0,0.85960066,0.2900579,421.6875
25,773.3811,1.2149097,726.82104,1.3160417,1.0904016,211.45193,0.016208647,0.0060948534,0.0011897183,0.00035672344,1.9453536,1.2398968,1.2390177,0.08797304,0.36248186,0.7497851,0.6910363,0.31998068,0.05357143,0.0044642854,0.0,0.06925675,0.017857142,0.0,3333.178,16690.172,68798.39,20.64048,0.009082639,0.111132815,33095464.0,40999000.0,0.0,0.8072261,0.2253861,275.75
26,658.297,0.96024585,447.12292,1.5584693,1.0164026,324.87085,0.04054267,0.0036511754,0.0014080699,5.8683967e-05,1.5901399,1.0878896,0.7496384,0.24769494,0.42549452,0.51638174,0.618502,0.332167,0.011944981,0.0,0.0,0.054416023,0.00265444,0.0,2521.3057,9792.135,47238.164,18.735596,0.008759309,0.08776281,31059724.0,27419904.0,0.0,1.1327437,0.31563705,454.3125
27,933.1054,1.3783809,627.5321,1.4636809,0.931859,404.44272,0.020812798,0.012228653,0.003918436,0.000522134,0.62634325,0.7999304,1.0209548,0.15910052,0.24939004,0.59353226,0.82502085,0.31479245,0.009531854,0.0,0.0,0.2179054,0.028716214,0.0,4558.167,17086.707,56401.28,12.373676,0.014487274,0.13658063,47403280.0,56689496.0,0.0,0.8361916,0.3482143,597.5625
28,980.3247,1.0401007,772.4598,1.4029769,0.9125396,416.60266,0.045377903,0.0055096373,0.0020462186,0.00027220795,1.3435284,0.839056,0.7878438,0.12035575,0.2971224,0.6457528,0.76587534,0.3319257,0.014237451,0.0007239382,0.0,0.09893823,0.011824325,0.0,3558.827,13480.506,47239.094,13.273783,0.010771349,0.102005,42020230.0,44255810.0,0.0,0.9494851,0.37270755,578.0
29,522.3234,1.420394,356.69962,1.4784418,1.0533265,159.55249,0.025645474,0.014838317,0.003254659,0.00072979834,0.68994284,1.0487624,1.0665295,0.2017717,0.38885087,0.47021204,0.57810795,0.31322393,0.01097973,0.0,0.0,0.2159749,0.044763513,0.0,2599.187,9374.498,36328.39,13.976829,0.017460532,0.16206548,38360284.0,32979124.0,0.0,1.1631687,0.414334,773.3125
30,724.81134,0.7531813,575.118,1.2695239,1.1905807,267.4601,0.030139562,0.0114110075,0.0030345484,0.000431758,1.137439,1.1540147,0.8533744,0.12771264,0.31896928,0.6895064,0.7006411,0.347973,0.06744691,0.004826255,0.0,0.103523165,0.012668919,0.0,2384.7861,10512.979,51309.24,21.515236,0.009430574,0.10585875,26606716.0,23618898.0,0.0,1.1265012,0.26846042,343.9375
31,1171.8857,1.1854398,487.9709,1.6400747,0.7682144,346.9897,0.011043712,0.008738475,0.0005137715,0.00014850956,1.6445644,0.9916126,1.1234688,0.21564427,0.22513041,0.41395926,0.94334257,0.26640928,0.006515444,0.0,0.0,0.03221525,0.007842664,0.0,5207.333,23973.516,90872.36,17.450844,0.0078087524,0.08700906,37380670.0,60382228.0,0.0,0.61906743,0.19280888,212.4375
32,1165.0043,1.0042639,310.04703,1.5669115,1.0774162,411.37027,0.034015693,0.006248704,0.0034960636,0.00047662063,1.5361669,1.2297873,0.8595967,0.1193838,0.31049567,0.63973033,0.9084404,0.5318533,0.026665058,0.00024131274,0.0,0.1506998,0.023166023,0.0,3916.3716,16450.613,58607.65,14.964783,0.011493827,0.12573373,43018464.0,50865372.0,0.0,0.84573185,0.3180502,463.5625
33,731.6021,1.4345572,756.5819,1.4235431,0.8813683,317.9126,0.014996268,0.00957618,0.0018573364,0.00019739769,0.6833395,0.8765341,1.130103,0.19742617,0.40222412,0.4637376,0.7479666,0.2588079,0.010135135,0.00012065637,0.0,0.11003861,0.011944981,0.0,3831.5469,15228.634,60193.344,15.709932,0.0110649755,0.112079374,38838304.0,45887380.0,0.0,0.8463831,0.28137064,411.4375
34,540.137,0.7892195,534.6106,1.6583898,0.8002128,207.11023,0.049255826,0.0121715665,0.00076478993,0.00030791518,0.99169844,0.79471934,0.7811736,0.12271449,0.33974192,0.6959836,0.57367504,0.12705114,0.0020511583,0.0,0.0,0.036438227,0.008566602,0.0,1904.2622,7790.682,39852.97,20.928299,0.009848094,0.08020687,27077168.0,18504932.0,0.0,1.4632406,0.3431467,534.125
35,962.59106,1.171478,591.0088,1.3601348,1.1655602,472.96182,0.029603532,0.0035002544,0.002841181,0.0007878419,1.9792701,1.0694187,1.060276,0.21532452,0.24590304,0.4199851,0.7827323,0.5320946,0.049227796,0.0020511583,0.0,0.15588804,0.037403475,0.0,4267.228,16279.283,58223.355,13.644303,0.011247786,0.14133936,40944356.0,49388724.0,0.0,0.82902235,0.3158784,441.75
36,918.0265,0.80974764,680.2114,1.2784466,1.1286643,353.89392,0.044091173,0.014801748,0.00093992404,0.00010025078,1.0980252,1.045917,0.7562771,0.16504331,0.19764228,0.36619973,0.8231977,0.39683878,0.045608107,0.00398166,0.0,0.037282817,0.0026544402,0.0,3307.0208,12069.801,45748.777,13.833835,0.009980045,0.082426876,32460400.0,32172132.0,0.0,1.0089601,0.33530405,521.625
37,673.29584,1.2290668,390.41534,1.5995663,0.81956005,260.56525,0.024436245,0.005379216,0.0025823396,0.0005743179,1.6809605,0.81822056,1.0271727,0.08766371,0.37585515,0.7437104,0.63288885,0.2715975,0.0063947877,0.0,0.0,0.1455116,0.027388996,0.0,2928.21,13152.135,53920.125,18.414022,0.01124598,0.13300313,34553020.0,36186908.0,0.0,0.95484865,0.29717663,420.3125
38,777.52783,0.9962779,674.1537,1.3839462,0.94990516,155.1887,0.038848545,0.0088659655,0.0036765449,0.00068483443,1.2803136,0.9780401,0.9528561,0.24671257,0.44626716,0.52245307,0.6571823,0.24215734,0.016529921,0.00060328183,0.0,0.17410713,0.03016409,0.0,2517.1782,9928.701,43746.523,17.379192,0.01404881,0.14394405,38068670.0,34092532.0,0.0,1.1166279,0.3587114,567.5
39,1033.1853,1.364413,462.97076,1.5220269,0.9772101,420.99713,0.019831449,0.011444647,0.0015965791,0.0004114708,0.7501341,1.1282809,1.2323434,0.15476532,0.27016264,0.59995794,0.8989047,0.45764962,0.015082046,0.00012065637,0.0,0.10919402,0.024493244,0.0,4737.3584,19361.426,64601.85,13.6366825,0.012291741,0.12053062,48973656.0,62175548.0,0.0,0.78766745,0.31479245,510.0625
40,1080.0135,0.7359615,629.006,1.6304264,0.8963616,488.0605,0.04116966,0.013670104,0.0012153066,0.0007527154,0.8398946,1.19994,1.0092533,0.23800002,0.32035282,0.3858779,0.5871093,0.16566119,0.0030164092,0.0,0.0,0.05984556,0.023045367,0.0,3444.2822,13247.306,52444.727,15.226605,0.009524245,0.092964366,32396612.0,34687120.0,0.0,0.93396664,0.29741794,445.625
41,816.1422,1.1056926,433.93024,1.2756531,1.0378134,219.34734,0.02018979,0.0049987864,0.0024167479,0.00027280886,1.376682,0.9124844,0.7290714,0.14804345,0.22651498,0.7114354,0.7694079,0.4966216,0.115468144,0.008807915,0.0,0.1106419,0.010376448,0.0,3369.002,15107.971,62789.746,18.637491,0.009752784,0.12221937,32991840.0,39038730.0,0.0,0.8451054,0.24577703,298.25
42,613.48334,1.0697315,716.5762,1.4828422,1.1816581,283.54486,0.035930064,0.0077472427,0.003947655,0.00016217928,1.7729101,0.7599892,1.1822052,0.18023695,0.291651,0.52963036,0.9468748,0.16843629,0.009411197,0.00024131274,0.0,0.16119692,0.007480695,0.0,2743.1758,10162.412,42282.7,15.413776,0.011688709,0.112629995,32766874.0,28811264.0,125.0,1.1372889,0.339889,573.625
43,888.2814,1.4875461,412.61377,1.3950574,0.75950545,374.6523,0.01558196,0.0110747125,0.0014335505,0.00044142245,1.1951284,1.0946268,0.9106195,0.099535964,0.38338047,0.5551822,0.70964205,0.5155647,0.027268339,0.00096525095,0.0,0.111727804,0.025096525,0.0,4242.881,18158.621,64595.88,15.224533,0.012343047,0.12549062,46259590.0,57837070.0,0.0,0.79982597,0.30055502,470.5
44,1024.4636,0.9304961,518.7235,1.468057,0.859719,452.54544,0.03076289,0.0073674265,0.003334814,0.00037634413,1.8873205,1.0087459,1.1802455,0.1375761,0.43109733,0.60901785,0.69376016,0.38223937,0.015082046,0.00012065637,0.0,0.12705116,0.014599421,0.0,3389.3916,14463.398,58115.863,17.1464,0.010022751,0.1101,37065730.0,41654560.0,0.0,0.889836,0.29247105,403.25
45,566.4521,1.3111526,556.08405,1.550581,1.1131147,183.78867,0.0104170395,0.009946117,0.0021301117,0.00064972765,0.8945951,0.84587073,0.9018292,0.22686474,0.25499386,0.4818532,0.8622414,0.16940156,0.011100385,0.00012065637,0.0,0.13018823,0.032215253,0.0,3171.0728,13270.284,59826.766,18.866413,0.011340383,0.14241312,29104144.0,32362188.0,0.0,0.8993256,0.23684846,297.0625
46,681.36523,0.8627402,336.67105,1.3063692,1.0184599,253.41238,0.046004876,0.013303209,0.0005975587,0.00053910003,0.593579,0.95161104,1.0781996,0.11033922,0.18301587,0.6527703,0.8347756,0.5171332,0.07830599,0.0047055986,0.0,0.043315638,0.018581081,0.0,2418.3838,9748.126,40322.934,16.673504,0.0109448,0.088449374,31154644.0,25727448.0,0.0,1.2109497,0.35605693,567.3125
47,1128.4287,1.294532,796.39465,1.683979,0.93326473,344.64856,0.02502245,0.0038806852,0.0031148111,6.505276e-05,1.4397986,1.1608139,0.80837506,0.19037226,0.36122972,0.42559996,0.6212255,0.17965734,0.0016891891,0.0,0.0,0.14949325,0.0026544402,0.0,5029.099,19555.463,70735.69,14.06528,0.010853559,0.11814,47713330.0,63336840.0,0.0,0.75332665,0.29572877,423.625
48,1154.131,0.8988396,449.81427,1.3630897,1.1531805,172.12958,0.012815412,0.013097495,0.002343606,0.0005967277,1.509666,1.0619676,1.2472943,0.17282796,0.22172964,0.6283694,0.55625135,0.39876932,0.06081081,0.0027750963,0.0,0.100024134,0.020149615,0.0,3914.5532,18253.93,75651.31,19.325657,0.010641852,0.13371,33249080.0,45612750.0,0.0,0.72894263,0.20873553,243.5625
49,698.85345,1.2685952,613.1528,1.5148151,0.7880537,442.33893,0.033172857,0.0044262526,0.0013576539,0.00012411947,0.5222488,0.83366096,0.968059,0.08021643,0.33040005,0.45556423,0.7997318,0.27352798,0.0063947877,0.00012065637,0.0,0.06853282,0.006274131,0.0,3505.228,13134.701,48197.273,13.750111,0.00941872,0.09180719,36579176.0,38547260.0,0.0,0.9489436,0.34905887,518.125
50,551.0103,0.907634,396.79004,1.2997158,0.86875445,334.26306,0.027585017,0.006823141,0.0015750935,0.00038704704,0.9653747,0.9940947,1.0120372,0.2399292,0.39449322,0.6846227,0.92226684,0.4493243,0.07034267,0.0059121624,0.0,0.07118726,0.01496139,0.0,2042.2124,9253.303,52176.246,25.548883,0.008419643,0.09541656,26236448.0,21779890.0,0.0,1.204618,0.25156853,318.25
51,995.3397,1.3254242,732.4917,1.6063689,1.0654607,241.9161,0.04855585,0.010150548,0.0038735957,0.0006618811,1.818002,1.1437254,0.74139315,0.16188577,0.28371447,0.4118117,0.73371595,0.12994692,0.001930502,0.0,0.0,0.20909749,0.03619691,0.0,4308.3647,13928.911,40312.414,9.356778,0.017399216,0.14961939,54444216.0,57864084.0,375.0,0.94089216,0.47864383,947.0
52,863.4456,1.0933988,571.9386,1.651129,0.98986506,229.47641,0.022749905,0.007963404,0.0022201915,0.00022035233,1.218282,1.245353,1.0754787,0.11226839,0.26075077,0.3517291,0.67459977,0.16469595,0.003619691,0.0,0.0,0.103523165,0.010135135,0.0,3904.2063,15967.652,59979.42,15.36277,0.010301223,0.11306749,33764020.0,41296056.0,0.0,0.81760883,0.2641168,376.9375
53,596.8403,1.4740307,502.8388,1.3392174,0.9619018,499.81314,0.04372306,0.010542156,0.0032028824,0.00050104596,1.7482955,0.8924657,0.79612464,0.20421457,0.42215556,0.7261529,0.8818992,0.5209942,0.023166023,0.0012065637,0.0,0.19872104,0.026785715,0.0,2559.0593,9191.623,30159.596,11.785422,0.015809298,0.12431937,45275468.0,38505080.0,1562.5,1.1757833,0.4869691,1029.0625
54,832.1087,0.70061845,780.48035,1.5737612,0.83200836,386.22595,0.017982785,0.014203941,0.002983784,0.00076397153,1.4003816,0.81028086,1.1152194,0.13016711,0.34914398,0.5079824,0.8093653,0.10255791,0.0031370656,0.0,0.0,0.099179536,0.021114865,0.0,2812.2236,12905.182,60669.07,21.573345,0.008013155,0.10367875,23564248.0,25319496.0,0.0,0.93067604,0.2101834,229.125
55,1109.6409,1.1324346,352.49402,1.444875,1.1408919,293.83673,0.038337596,0.004781344,0.00068842963,0.00028550415,0.81765795,1.0853462,0.844461,0.2075452,0.18984959,0.5824004,0.6471333,0.6551641,0.0682915,0.0015685328,0.0,0.039454635,0.012306949,0.0,4327.8726,16297.631,56189.516,12.983172,0.010829389,0.09178312,46610224.0,54683296.0,0.0,0.85236675,0.3431467,528.5
56,1047.094,0.9671422,741.192,1.3281672,0.77173513,270.69562,0.021999411,0.008321678,0.0019448106,0.0006267745,0.72567904,1.0239412,0.82679194,0.1420351,0.40910286,0.39640725,0.93570036,0.3180502,0.029198842,0.0010859073,0.0,0.096525095,0.025941119,0.0,3625.0073,16195.879,65872.33,18.17164,0.009742103,0.11841656,35864610.0,44047944.0,0.0,0.8142175,0.24396718,319.0
57,805.098,1.39746,325.40656,1.6903626,1.1941084,365.64783,0.041641526,0.01164908,0.0033684766,0.00035192017,1.3033061,0.8616763,1.0985134,0.22273242,0.2983231,0.71887785,0.72039235,0.4113176,0.0034990346,0.0,0.0,0.19148166,0.018460425,0.0,3485.4412,12369.893,37178.234,10.666722,0.016254814,0.129055,50172090.0,49794290.0,31.25,1.0075866,0.46525097,908.375
58,646.40283,0.8271223,606.3502,1.4476057,1.0498091,432.5722,0.01722922,0.014596034,0.002712676,8.8921624e-05,1.6585172,0.96681046,0.8815828,0.105543,0.23691565,0.5401597,0.59468496,0.18243244,0.011221042,0.0003619691,0.0,0.08988899,0.0031370653,0.0,2774.1963,12326.5205,55368.992,19.95857,0.008242207,0.09476343,22802566.0,23137408.0,0.0,0.9855281,0.2284025,280.9375
59,899.3257,1.2093565,519.17786,1.542854,0.9090155,165.48209,0.03625913,0.0059247855,0.00085145974,0.0005615097,1.1219301,1.1766235,1.1618955,0.19549549,0.34558505,0.56262463,0.7614081,0.31515443,0.01097973,0.0,0.0,0.066722974,0.025337838,0.0,3216.831,13046.275,50793.45,15.789903,0.012601571,0.11658563,45830216.0,47803440.0,0.0,0.9587221,0.36040056,557.0625
60,947.8372,0.7726502,375.04364,1.4891769,0.92131037,306.25208,0.0123964725,0.012705404,0.0025048573,0.0002503977,1.9077804,1.2156285,0.930933,0.23287177,0.36797187,0.62265694,0.84594387,0.30900097,0.020149613,0.00060328183,0.0,0.08096042,0.008083977,0.0,3055.771,14706.444,70020.75,22.914267,0.007919053,0.10379812,25784704.0,31783408.0,0.0,0.811263,0.17989865,183.9375
61,511.70032,1.191945,695.6138,1.4167945,1.0058472,401.1624,0.03142383,0.0032828099,0.0010848796,0.00072884525,1.0617267,0.92780685,1.2006223,0.15283462,0.20867646,0.4986798,0.6104692,0.23962355,0.0153233595,0.00012065637,0.0,0.081925675,0.0359556,0.0,2927.4712,11202.598,45365.438,15.496459,0.009266355,0.110758126,28688664.0,26627708.0,0.0,1.0773989,0.31298262,438.375
62,757.9917,1.0341561,478.39136,1.6227466,1.1009537,462.57516,0.027164264,0.006464867,0.0017423257,0.00046584758,0.61422765,0.7756736,0.7107216,0.1843639,0.28015602,0.6664094,0.68617845,0.27521718,0.0076013515,0.0,0.0,0.09218147,0.017977798,0.0,3254.857,13444.683,55032.94,16.907946,0.009118688,0.104120314,31422296.0,33927570.0,0.0,0.92615825,0.2782336,371.875
63,1183.1804,1.4023156,658.82495,1.2552646,0.8473373,195.61267,0.04680863,0.009043623,0.003599967,0.0001851341,1.6067413,1.109945,0.98900664,0.09507162,0.4415598,0.44242662,0.87023497,0.542833,0.050916985,0.0025337837,0.0,0.20125483,0.011462355,0.0,3836.0461,15415.236,47283.047,12.325985,0.018358212,0.14913407,68425480.0,73575060.0,125.0,0.9300076,0.48938224,955.375
64,1187.0884,0.98809355,468.74982,1.6890736,0.8768401,301.6878,0.044613525,0.010231914,0.0028048512,0.00044574228,0.564889,0.80190724,0.8852726,0.15399653,0.25275508,0.49045688,0.5509837,0.23214287,0.0027750963,0.0,0.0,0.12355213,0.021114863,0.0,4205.634,15210.001,49456.945,11.759689,0.013016567,0.12116531,45582944.0,51348812.0,0.0,0.88771176,0.3871863,627.9375
